Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Elder Nadox,"Nadox was once a venerated nerubian leader who taught the ancient ways of his race to generations of broods. When the War of the Spider ravaged Azjol-Nerub, he was overcome by legions of undead. The Lich King reanimated his corpse and bled everything wise and noble from Nadox, forcing him to slaughter his students, friends, and all other nerubians who opposed the might of the Scourge.",0.696721,0.270492,580,271,0,1,6041,132,0,0,-1
Prince Taldaram,"After Kael'thas's failed assault against the Lich King, some of his greatest blood elf followers were slaughtered and raised into undeath as darkfallen. Prince Taldaram is one of these cunning and bloodthirsty vampiric beings. Always seeking to please the Lich King, he has entered the war-torn depths of Ahn'kahet in search of lost nerubian relics that can empower the Scourge's murderous ranks.",0.631147,0.495901,581,271,0,2,6050,132,0,0,-1
Jedoga Shadowseeker,"Jedoga dreams of apocalypse. She is rumored to be one of the most fanatical adherents of the Twilight's Hammer. Under the guidance of the ruthless ogre mage Cho'gall, she learned to twist her shamanic powers to serve the Old Gods. Not long ago, Jedoga journeyed into the bowels of Ahn'kahet to prepare for the glorious day when Yogg-Saron will arise and envelop the lands of Azeroth in shadow.",0.48224,0.72541,582,271,0,3,6055,132,0,0,-1
Amanitar,"For ages, fungi and other benign forms of life have thrived in Ahn'kahet's damp sun-starved caverns. Only recently has Yogg-Saron spread its oppressive will into this isolated ecosystem. The Old God used its immense corruptive powers to warp one of Ahn'kahet's native beasts into a monstrous creature known as Amanitar, an unthinking terror bristling with the destructive energies of its master.",0.672131,0.786885,583,271,0,4,6060,132,0,2,2
Herald Volazj,"Amid the Scourge's invasion of Azjol-Nerub, many of the kingdom's denizens tunneled underground to escape the Lich King's minions. Yet some of them dug too deep, exposing the tendrils of Yogg-Saron. Roused by this disturbance, the entity has sent one of its most ancient warriors - Herald Volazj - to cull the beleaguered nerubians and annihilate anyone foolish enough to threaten the Old God.",0.236339,0.504098,584,271,0,5,6067,132,0,0,-1
Krik'thir the Gatewatcher,"The gates of Azjol-Nerub stood unchallenged for centuries until the arrival of the Lich King. In mockery of Krik'thir's inability to protect his home, the nerubian was raised into undeath and forced to protect the very gates he failed to guard successfully in life.",0.501366,0.45082,585,272,0,1,6073,159,0,0,-1
Hadronox,"During the fall of Azjol-Nerub, nerubian viziers released a single spider that would one day grow to challenge the unyielding forces of the Lich King. Hadronox was instilled with a desire to avenge the fallen and reclaim its home from any that dare threaten it.",0.431694,0.594262,586,272,0,2,6351,158,0,0,-1
Anub'arak,"The fates of Azjol-Nerub and Anub'arak have long been intertwined.  In life, he was the empire's king. In death, he was its conqueror. Charged by the Lich King to protect his old empire once more, the traitor king stands vigilant against any that threaten his kingdom.",0.621585,0.487705,587,272,0,3,6355,157,0,0,-1
Trollgore,The Drakkari were among the most vicious troll tribes and Trollgore was a paragon of the tribe's savagery. This hulking monstrosity discovered that his vaunted ferocity paled in comparison to the Lich King's and he now serves as a grisly warning to all that dare challenge Arthas' reign.,0.565574,0.182377,588,273,0,1,6370,160,0,0,-1
Novos the Summoner,Novos was ever the opportunist and sought a means to rise above his mundane peers. The cultist carved his heart from his body and presented the still beating organ to his master seconds before his death. His initiative impressed his master who in turn remade him into a lich.,0.702186,0.479508,589,273,0,2,6375,160,0,0,-1
King Dred,"King Dred is a legend amongst the Drakkari. Stories tell of a troll hunting party locating a mighty beast that thrived in a habitat saturated with Scourge plague. The trolls tamed the devilsaur, believing that he alone held an antidote for the savage disease devastating their people.",0.612022,0.862705,590,273,0,3,6390,160,0,0,-1
The Prophet Tharon'ja,Not even the stolen powers of a loa could stay death's hand as the Scourge marched on Drak'Tharon Keep. Tharon'ja now prophesies only triumph for his new master as legions of trolls are slaughtered before the Lich King.,0.476776,0.133197,591,273,0,4,6396,161,0,0,-1
Slad'ran,"Slad'ran took no pleasure in sacrificing the loa he had served all his life. As the powers of his god surged into him, the high prophet swore that the Scourge would suffer for the atrocities the Drakkari trolls were forced to commit.",0.539617,0.485656,592,274,0,1,6411,154,0,0,-1
Drakkari Colossus,"The trolls' use of mojo in their voodoo magic has long been established, but the fusion of those magics into a golem was a revolutionary breakthrough. Their initial success led to the creation of numerous sentinels all spawned from their original creation: the colossus.",0.465847,0.655737,593,274,0,2,6418,154,0,0,-1
Moorabi,"The Drakkari sought to sacrifice Mam'toth for his powers, but instead the loa destroyed himself. Despite this act, Moorabi would not be denied his god-like powers. The high prophet drank of the loa's blood and will now stop at nothing to keep Zul'Drak firmly in troll hands.",0.393442,0.489754,594,274,0,3,6980,154,0,0,-1
Eck the Ferocious,"The Drakkari sealed their failed gorloc experiments away after numerous attempts to weaponize them. As the frost trolls battled the Scourge invading their beloved homeland, Eck and his minions awaited the moment their freedom was at hand.",0.251366,0.704918,595,274,0,4,6664,154,0,2,2
Gal'darah,"The Drakkari turned to their loa as the Scourge invaded the nation of Zul'Drak. The frost trolls did not come to the loa with implorations; they came with blades. As blood flowed from their murdered god, Akali, the high prophet Gal'darah and his betrayers claimed the loa's strength as their own.",0.465847,0.270492,596,274,0,5,6989,154,0,0,-1
General Bjarngrim,"The iron forces of Loken are legion and their general, Bjarngrim, stands above them all. As the vanguard of Loken's Halls of Lightning, the iron commander ensures that any who trespass in his master's domain are terminated with extreme prejudice.",0.435792,0.372951,597,275,0,1,7724,138,0,0,-1
Volkhan,"Loken's powerful legions are a testament to the craftsmanship of his blacksmith, Volkhan. His work is never ending, ceaselessly creating soldiers to fight for the fallen keeper. Only when the blacksmith's creations stand atop the crumpled bodies of their enemies will his work be done.",0.377049,0.209017,598,275,0,2,7042,139,0,0,-1
Ionar,Loken does not rely on his iron minions as his personal defenders. The fallen keeper relies upon lightning itself. Ionar and its cohorts were given sanctuary within the Halls of Lightning in exchange for their unquestioning loyalty and willingness to slaughter any who seek to confront their new master.,0.614754,0.77459,599,275,0,3,7252,139,0,0,-1
Loken,The prime designate of Azeroth was tasked to keep Yogg-Saron secure within its prison. None could have foreseen that the keeper entrusted to safeguard the world from the Old God's malevolence would be the one responsible for its undoing.,0.189891,0.522541,600,275,0,4,7258,139,0,0,-1
Falric,This champion of the Scourge was among the first death knights created by Arthas after claiming Frostmourne. Falric loyally followed his prince on a doomed campaign to Northrend only to be rewarded with betrayal by the prince he served faithfully all his life.,0.352459,0.75,601,276,0,1,7265,185,0,0,-1
Marwyn,"Marwyn had known Arthas all his life and saw him not just as his prince, but as a true friend. As Arthas sailed to Northrend, the knight followed him without hesitation. Though his friend would later plunge a cursed runeblade through his heart, Marwyn still felt it break upon seeing what the prince had become.",0.434426,0.627049,602,276,0,2,7269,185,0,0,-1
Escape from Arthas,"Two leaders sought to defeat the Lich King in single combat, but quickly learned they were no match against the power of the one true king. Seeking to avoid their fate, they tried to flee from his sanctum. Arthas would savor every moment of their futile efforts. There was no escape from the inevitable.",0.105191,0.27459,603,276,0,3,7273,185,0,0,-1
Krystallus,War isn't won by might alone; it is won by armies. This inherent truth inspired Loken to order the creation of loyal stone constructs to bolster his legions. Krystallus was chosen to oversee the operation and to crush any interloper that threatens its work.,0.401639,0.604508,604,277,0,1,7285,140,0,0,-1
Maiden of Grief,"Loken commands the forces of Ulduar, but not all serve him willingly. The Maiden of Grief has been ordered to destroy any who try reclaiming the Halls of Stone. She mourns turning on former allies, but fulfills her orders with violent purpose. Even her sorrows have been forged into weapons.",0.502732,0.862705,605,277,0,2,7290,140,0,0,-1
Tribunal of Ages,"Abedneum, Kaddrak, and Marnak make up the Tribunal of Ages, librarians for the titan discs that contain the ancient histories of Azeroth. The immobile constructs do not give up the titans' secrets easily, but adventurers such as the intrepid Brann Bronzebeard believe the reward is worth the risk.",0.845629,0.760246,606,277,0,3,7294,140,0,0,-1
Sjonnir the Ironshaper,"While some resisted Loken's corruption, Sjonnir the Ironshaper was eager to turn the Forge of Wills to a darker purpose. He considers his new creations vastly superior to the earthen, and will unleash them on any who defy Loken's will.",0.497268,0.137295,607,277,0,4,7313,140,0,0,-1
Forgemaster Garfrost,"Garfrost has crafted some of the most deadly weapons the Scourge has employed against the living. He can quickly forge saronite into terrible instruments of pain and death, or he can just throw it at his enemies.",0.680328,0.553278,608,278,0,1,7327,184,0,0,-1
Ick & Krick,"The diminutive necromancer Krick oversees the workers in the Pit of Saron. From atop the ghastly Ick, he can safely throw poison, explosives and dark magic at his enemies. From this vantage point, he has also learned dark secrets of Icecrown Citadel that could topple the Lich King.",0.47541,0.397541,609,278,0,2,7334,184,0,0,-1
Scourgelord Tyrannus,"The death knight Tyrannus was promoted to Scourgelord after slaying the giant Garfrost. His power, ruthlessness and frost wyrm, Rimefang, make him the perfect guardian for the Pit of Saron and the entrance to the Halls of Reflection.",0.441257,0.266394,610,278,0,3,7340,184,0,0,-1
Meathook,"Since Prince Arthas first encountered the Scourge abominations, they have become even more menacing. Meathook has grown stronger, more toxic and more agile than the others. Smarter was never the goal of the necromancers who created Meathook, but it only takes a base cunning to do what he does best.",0.56694,0.592213,611,279,0,1,7361,131,0,0,-1
Salramm the Fleshcrafter,"Salramm the Fleshcrafter was one of the first necromancers trained in the halls beneath Scholomance. He saw the test subjects, and occasional fellow students, as little more than a collection of interesting parts for his work. Now he has the entire population of Stratholme for his experiments... along with any interlopers who try to stop him.",0.59153,0.401638,612,279,0,2,7365,131,0,0,-1
Chrono-Lord Epoch,"The infinite dragonflight often tries subtle methods to manipulate the timeways, but if that fails they can send an assassin to deal with Arthas directly. While little is known about the agents of the infinite dragonflight, Epoch displays a dangerous mastery of time that makes him a deadly obstacle to Arthas's future.",0.65847,0.258197,613,279,0,3,7371,131,0,0,-1
Mal'Ganis,"The destiny of Mal'Ganis has already been written. Arthas's hatred for the dreadlord will cause the prince to travel to Northrend and take up Frostmourne. But this will only happen if Mal'Ganis finds him worthy. To prove his worthiness and begin down his path to becoming the Lich King, Arthas must survive Mal'Ganis's onslaught.",0.325136,0.459016,614,279,0,4,7375,131,0,0,-1
Bronjahm,"Bronjahm has served the Cult of the Damned from the early days. Kel'Thuzad himself taught Bronjahm the value of souls and how to grind them down to fuel the engines of the Scourge. He can corrupt the souls of his foes and tear them out piece by piece, making him the ideal guardian for the Lich King's Forge of Souls.",0.435793,0.495902,615,280,0,1,7380,183,0,0,-1
Devourer of Souls,"The dark industries Bronjahm carries out in the Forge of Souls produce tortured, fragmented spirits. To prevent their escape, and use every scrap of the damned, the Lich King created the Devourer of Souls. The Devourer of Souls hunts and consumes the stray spirits, and slowly breaks them down within its terrible form. The consumed souls are driven mad with anguish and suffering, but the Devourer's hunger is never sated.",0.434426,0.120902,616,280,0,2,7387,183,0,0,-1
Commander Stoutbeard,"Commander Stoutbeard led his troops against some of the most dangerous enemies of the Alliance. The Halls of Stasis may have slowed him down, but the sight of Horde adventurers will get him up and running again.",0.187159,0.506146,617,281,0,1,6665,129,0,10,2
Grand Magus Telestra,"It is rumored the Grand Magus Telestra tutored Prince Kael'thas. Though she believed the Prince allying with the naga was foolish, she could not support Dalaran imprisoning her people. Malygos only needed to remind her of this betrayal to gain her as an instructor for his mage hunters.",0.275956,0.39959,618,281,0,2,7392,129,0,0,-1
Anomalus,"Directing so much of Azeroth's arcane energy through the Nexus has created tears in reality. As Malygos's forces try to drive back invading creatures, the chaotic arcane power has taken form as Anomalus. If the creature is not stopped, it will unmake everything it can touch.",0.620218,0.221312,619,281,0,3,7405,129,0,0,-1
Ormorok the Tree-Shaper,"The incredible arcane energies of the Nexus have transformed the Singing Gardens and its guardians. Ormorok's simple mind has become obsessed with the energies transforming him. For those who would interrupt his contemplations he has few words, but a mountain of violence.",0.562842,0.727459,620,281,0,4,7416,129,0,0,-1
Keristrasza,"Whether the tortures inflicted on Keristrasza were revenge for the death of Saragosa or a misguided attempt to turn her into an ally is known only to Malygos. Regardless of his intent, her allies have heard her cries of anguish and disturbing whispers of her diminishing mind.",0.362022,0.67418,621,281,0,5,7422,129,0,0,-1
Drakos the Interrogator,"Those who have broken Malygos's law may find themselves under the claws of Drakos. After securing Keristrasza in the Nexus, Drakos returned to the Oculus to collect his newer prisoners, other drakes who ran afoul of Malygos. He makes no claims of rehabilitation and he uses no metaphors. His prisoners are here to be punished, and there is no escape.",0.491803,0.762295,622,282,0,1,7437,143,0,0,-1
Varos Cloudstrider,"Varos Cloudstrider has coordinated brutal attacks against the Wyrmrest Accord since the beginning of the Nexus War. He was recalled to guard the Oculus, and he has already prepared his captains and drakes. Varos has also tapped the power coursing through the Oculus itself to bolster his defense.",0.461749,0.192623,623,282,0,2,7440,144,0,0,-1
Mage-Lord Urom,"Urom has abandoned the Kirin Tor and pledged his loyalty to Malygos, who was more than happy to receive him. The turncoat mage is an invaluable asset for the blue dragons. He knows the Kirin Tor's strengths and weaknesses. He knows how they think. And he will use that knowledge to destroy them.",0.70765,0.27459,624,282,0,3,7445,145,0,0,-1
Ley-Guardian Eregos,"Even heroes will tremble before Eregos, protector of the Oculus, defender of the ley line conduit, and executioner of interlopers. He will accomplish these tasks with the conviction of prophecy, securing the Spell-Weaver's utter dominion over all things arcane.",0.469945,0.209016,625,282,0,4,7448,146,0,0,-1
Erekem,"The Violet Hold's inmates include the most notorious of Outland's criminals, and Erekem is no exception. The Kirin Tor thwarted his plot to assassinate the Council of Six, but now the blue dragons have recruited this insidious arakkoa to achieve a more ambitious feat: wiping out every mage in Dalaran.",0.275956,0.622951,626,283,0,1,7457,168,0,0,-1
Moragg,"Cyanigosa has enlisted Moragg to help her annihilate Dalaran's renegade magi. This nightmarish demon once served the Burning Legion, eviscerating Sargeras's enemies with the baleful gaze of his seven eyes. Now he will show Azeroth's heroes that one does not simply walk into the Violet Hold...",0.678962,0.528688,627,283,0,2,7470,168,0,0,-1
Ichoron,"A foolish apprentice summoned this revenant from the Elemental Plane, only to discover that disgruntled soldiers of the Old Gods make poor pets. Ichoron slew her would-be master and has rotted in the Violet Hold ever since, eager to wreak vengeance on her jailors.",0.556011,0.403688,628,283,0,3,7475,168,0,0,-1
Xevozz,"Xevozz was an arcane weapons dealer... until the Kirin Tor discovered he was arming the Burning Legion. Now this hardnosed ethereal is executing a three-point business plan: destroy his enemies, escape incarceration, and get back to servicing his biggest client.",0.330601,0.452869,629,283,0,4,7482,168,0,0,-1
Lavanthor,"Cyanigosa in her cold cunning has unleashed the core hound's inferno. The magi imprisoned Lavanthor to stanch the two-headed terror's thirst for blood, and years of isolation have done nothing to improve its temper.",0.618852,0.75,630,283,0,5,7488,168,0,0,-1
Zuramat the Obliterator,"It took one hundred of Dalaran's finest to subdue Zuramat; it took twice as many to clear the carnage from the killing field. The Obliterator's malevolence gives pause even to mad Malygos, who considers the void lord's appetite for magic distasteful. But genocide makes strange bedfellows.",0.271858,0.336066,631,283,0,6,7492,168,0,0,-1
Cyanigosa,Malygos chose Cyanigosa to execute his machinations because of her unquestionable loyalty. She did not flinch when her master withdrew into madness; she did not falter when he commandeered Azeroth's ley lines; and she will not fail to eradicate all who defy him.,0.45082,0.551229,632,283,0,7,7497,168,0,0,-1
Grand Champions,"The Lich King is relentless, his undead armies pouring forth to overwhelm his foes. To prepare would-be champions against him, Highlord Tirion Fordring presents a test of courage, endurance, and teamwork. His hardened veterans will weed out those who lack the stomach to face the ravening throngs of undead.",0.512295,0.526639,634,284,0,2,7502,171,0,4,-1
Eadric the Pure,"Before heroes can challenge the forces of darkness, they must defeat agents of the Light. Highlord Tirion Fordring has selected a formidable paladin from the Argent Crusade to test combatants' mettle. Eadric will go to great lengths to cull those without the moral conviction to enter Icecrown Citadel.",0.513661,0.52459,635,284,0,3,7570,171,0,0,-1
Argent Confessor Paletress,"Before heroes can challenge the forces of darkness, they must defeat agents of the Light. Highlord Tirion Fordring has selected a formidable priest from the Argent Crusade to test combatants' mettle. Paletress will do everything in her power to ensure that only those with strong faith will confront the Scourge.",0.512295,0.528688,636,284,0,4,7574,171,0,0,-1
The Black Knight,"The Lich King is cunning and will use treachery to thwart his enemies. To that end, he has dispatched the Black Knight to eliminate promising candidates from Highlord Tirion Fordring's army. The undead's mere presence defiles the Crusaders' Coliseum, and those who prevail against him will prove their worthiness.",0.513661,0.526639,637,284,0,5,7582,171,0,0,-1
Prince Keleseth,"The Lich King deployed Keleseth to Utgarde Keep in hopes of harnessing the vrykul's potential for destruction. Upon arriving, the ambassador found a people who were more than eager to assist the Scourge. The keep has proved to be an excellent staging point for terrorizing the Howling Fjord, and Keleseth has no intention of losing it to insolent trespassers.",0.289618,0.627049,638,285,0,1,7601,133,0,0,-1
Skarvald & Dalronn,"It's a vrykul tradition to make unlikely partners work together. Some say it's to allow divergent abilities to complement each other; others say it's for the amusement of King Ymiron. Regardless, Skarvald and Dalronn are a perfect example of this custom. Between a vrykul's brawn and a human's necromantic arts, they will punish those who meddle with the Scourge.",0.587431,0.620901,639,285,0,2,7609,134,0,0,-1
Ingvar the Plunderer,"Ingvar's brute strength is legendary even among the vrykul. Rumor has it that he once bested King Ymiron in a brawl. The truth is unknown, but purveyors of that tale usually don't live for a retelling. Ingvar has promised the Lich King that he'll use all measures of brutality to hold the keep, a promise that he dare not break.",0.724043,0.381148,640,285,0,3,7619,135,0,0,-1
Svala Sorrowgrave,"Svala distinguished herself as Ingvar the Plunderer's lieutenant, leading perilous scouting missions in Horde and Alliance outposts. It was she who discovered the enemy's plans to invade Utgarde, giving the Lich King time to prepare. For her service, he has transformed her into a val'kyr, revered warrior maiden of the Scourge.",0.363388,0.706967,641,286,0,1,7660,136,0,0,-1
Gortok Palehoof,"The vrykul keep many trophies at Utgarde Keep, and Gortok is among the most impressive. King Ymiron displays the frozen magnataur's cruel countenance as a reminder that even the most savage beasts are mere decorations for vrykul halls. This living statue will sow destruction if liberated, unleashing his wrath indiscriminately.",0.606558,0.688525,642,286,0,2,7669,137,0,0,-1
Skadi the Ruthless,"The vrykul assign nicknames based on accomplishments. Cleansing a Drakkari bloodline or decapitating taunka might garner the appellation of ""dutiful,"" but it takes a true act of depravity to be called ""ruthless."" Skadi earned his title long ago for relentlessly hunting down vrykul who sheltered the malformed infants, predecessors of humanity, condemned by Ymiron.",0.684426,0.362705,643,286,0,3,7691,137,0,0,-1
King Ymiron,"Proud Ymiron ruled the northern wastes until the vrykul's long slumber relegated him to insignificance. He regained consciousness to find that his wife had been murdered, his lands besieged by enemies. He has cast off his mortality and demands vengeance, eager to show the terrible resolve of an awakened giant.",0.415301,0.534836,644,286,0,4,7708,137,0,0,-1
Raigonn,"This colossal mantid spearheads the assault against the gates. Acting as a living battering ram, Raigonn mercilessly hammers the pandaren defenses, seeking to decimate any and all obstacles barring the mantid's ruthless invasion of Pandaria.",0.441137,0.606901,649,303,0,4,5034,437,0,0,-1
Armsmaster Harlan,"The weapons of the Scarlet Crusade are many, and new initiates must be indoctrinated in the use of blade, hammer, arrow, and shield--effective tools against the undead. Armsmaster Harlan has dedicated his life to the art of wielding these indelicate instruments, and he is pleased to provide a demonstration for the Crusade's blasphemous enemies.",0.618823,0.447748,654,311,0,2,6575,432,0,0,-1
Saboteur Kip'tilak,"The mantid are no strangers to warfare, using technology to turn the tide of battle. The pandaren stand little chance against munitions experts such as Kip'tilak, who strike deep behind enemy lines and threaten to destroy the already weakening fortifications from within.",0.461435,0.878891,655,303,0,1,5390,437,0,0,-1
Flameweaver Koegler,"Flameweaver Koegler trains the Scarlet Crusade's more magically minded adepts in the subtle applications of the arcane. Fire is his specialty, and he has used his skills to burn the order's historical tomes, erasing the Crusade's past failures. Apart from books, Koegler's flames have rendered many--undead, students, and trespassers alike--into piles of smoking ash.",0.393775,0.156292,656,311,0,2,5395,432,0,0,-1
Master Snowdrift,"Master Snowdrift recognizes that the battles between the Horde and the Alliance have contributed to the monastery's dire state. Heroes seeking this wary pandaren's loyalty must first best his students. Only those who prevail can face Snowdrift himself, a paragon of martial arts who has dedicated his life to attaining perfection of body and mind.",0.295275,0.730071,657,312,0,2,5435,443,0,0,-1
Liu Flameheart,"Since she was a cub, the priestess Liu Flameheart has studied the cycle of rebirth for the Jade Serpent, Yu'lon. When the Sha of Doubt attacked, Liu was the first to resist, but she was also the first to succumb to corruption. Now she is consumed with uncertainty, fearing she may not have the strength to ensure Yu'lon's rebirth.",0.480379,0.5318,658,313,0,3,5501,429,0,0,-1
Instructor Chillheart,"Course: Introduction to the Dark Arts

Instructor Chillheart journeyed from Northrend to teach aspiring necromancers discipline, harshly punishing those who disappoint her. She commands the icy chill of the north and masterfully uses Scholomance's libraries to deadly effect.",0.652879,0.604144,659,246,0,1,5524,476,0,0,-1
Houndmaster Braun,"The quickest and surest way to detect the undead is by the scent of rot they carry, and even the most veteran soldier cannot match the olfactory sense of a hound. Houndmaster Braun has bred and trained a savage pack of canines to aid the crusaders in hunting down their foes--living and undead.",0.548038,0.288227,660,311,0,1,5606,431,0,0,-1
Jandice Barov,"Course: Advanced Illusions

Barov's spirit lurked in the recesses of Scholomance for years, but now she has taken a more active role in educating the next generation of magi. Her vast knowledge of illusions has made her both a valued educator and a dangerous opponent to anyone foolish enough to draw her ire.",0.599743,0.1831,663,246,0,2,5532,477,0,2,3
Lorewalker Stonestep,"The Sha of Doubt's minions gleefully invaded the Temple of the Jade Serpent's library, creating twisted, destructive versions of heroes and other characters of pandaren lore. Despite his best efforts, Lorewalker Stonestep has been unable to restore these manifestations of the past to their uncorrupted forms.",0.261164,0.751015,664,313,0,2,5536,429,0,2,3
Rattlegore,"Course: Reanimation 101

Rattlegore was thought to have been destroyed in Andorhal, but Gandling immediately began preparations to reanimate the clattering terror so he could guard against intruders. The Darkmaster sought to make Rattlegore more ferocious than ever, imbuing him with an insatiable desire to harvest raw materials from his enemies.",0.484438,0.26184,665,246,0,3,5552,477,0,2,3
Lilian Voss,"Course: Reeducation

The undead Lilian Voss strangled her father--a high priest of the Scarlet Crusade--for treachery, and then started a rampage that eventually led her into the shadowy corridors of Scholomance. Rather than destroy the intruder, Darkmaster Gandling graciously decided to show Voss how to embrace her grim fate. The anger and runeblades she had once directed at the school are now turned toward Gandling's enemies.",0.518268,0.470907,666,246,0,4,5558,477,0,2,3
Ook-Ook,"Even for a hozen, Ook-Ook has a reputation for being uncouth and raucous. The monstrous creature and his cronies recently broke into the Stormstout Brewery and cracked open its precious beer casks to throw the greatest party of all time: Ookapalooza!",0.55751,0.491204,668,302,0,1,5586,440,0,2,3
Hoptallus,Hoptallus is the bane of farmers throughout the Valley of the Four Winds - a virmen of mythic proportions that can consume entire fields of crops in a single night. Word has spread that the giant pest and his offspring have infested the brewery and begun devouring its stores of rice and barley.,0.38295,0.456698,669,302,0,2,5590,441,0,2,3
Yan-Zhu the Uncasked,"In a desperate attempt to save the family brewery, Uncle Gao set about concocting what he believed would be the ultimate ale, a full-bodied elixir of depthless flavor. Yet his bold experiment resulted in a bitter and extremely volatile alemental creature, dubbed Yan-Zhu the Uncasked.",0.488498,0.517592,670,302,0,3,5595,442,0,2,3
Brother Korloff,"Brother Korloff first learned of the monk's deadly arts from pandaren ambassadors as they journeyed through Azeroth. When the crusader demonstrated this martial style to his superiors, they unanimously ordered Korloff to train an entire generation of initiates in the ways of the monk.",0.493976,0.524096,671,316,0,2,5601,436,0,0,-1
Wise Mari,"The revered jinyu waterspeaker Wise Mari has found knowledge and foresight countless times in the Fountain of the Everseeing. But when the Sha of Doubt corrupted the familiar currents, Mari was overwhelmed with limitless distrust and suspicion.",0.445196,0.192828,672,313,0,1,5612,429,0,0,-1
Gu Cloudstrike,"Before the escape of the sha, Gu Cloudstrike was entrusted with training the elite Shado-Pan spellcasters. Now this formerly gentle and reserved pandaren revels in unleashing his astounding powers, with devastating consequences. He has asserted control over the mystical Azure Serpent, and his students are helpless in the wake of Cloudstrike's lethal attacks.",0.649845,0.691528,673,312,0,1,5621,443,0,0,-1
High Inquisitor Whitemane,"At a young age, Sally Whitemane witnessed her family succumb to the horrific plague of undeath as they were traveling through northern Lordaeron. She was then forced to destroy her parents and siblings when they rose as mindless Scourge minions, leaving her racked by guilt and rage. Ever since that day, the fearsome priestess has found fulfillment and pleasure in only one thing: the destruction of undead.",0.490964,0.804217,674,316,0,3,5635,436,0,2,3
Striker Ga'dok,"The strikers are an aerial component of the mantid empire's massive army. Among them are seasoned aces such as Ga'dok. Able to singlehandedly rain fiery devastation upon scores of enemies, Ga'dok and his minions seek to bring death from above to the gates' defenders.",0.491204,0.271989,675,303,0,2,5642,438,0,0,-1
Commander Ri'mok,"Commander Ri'mok oversees the mantid ground forces relentlessly besieging the towering gates. Unimpressed by the defenders, Ri'mok calls upon countless reinforcements to vanquish those foolish enough to stand in his way.",0.462787,0.237483,676,303,0,3,5666,437,0,0,-1
Will of the Emperor,"The core chamber of the vaults houses an army of stone soldiers who have been motionless for centuries. They are row upon row of warriors, statues armed for a battle that never began. What treasures do they guard? And what is their tie to the titanic power buried with them here in the shadows?",0.688421,0.819389,677,317,0,6,5670,473,0,0,-1
The Stone Guard,"The first line of defense against those daring to enter the vaults is a stolid row of enchanted, bestial statues. Hard as granite and ceaseless in their vigil, the sentries of the Stone Guard present an insurmountable wall of flame, fangs, and claws.",0.459311,0.641202,679,317,0,1,5691,471,0,0,-1
Gara'jal the Spiritbinder,"Leader of the Zandalar trolls' assault on the vaults, Gara'jal is determined to crack open this trove of ancient mystery and bring back whatever arcane power and knowledge he can find. Gifted with dark talents and surrounded by a loyal cadre of Zandalar mystics, he has broken through the outer walls and will not rest until the vaults belong to him.",0.778662,0.344856,682,317,0,3,5742,472,0,0,-1
Protectors of the Endless,"When the Sha of Fear invaded the Terrace of Endless Spring, three venerated jinyu protectors were corrupted, and they betrayed the other mortal sentinels, slaying them all. The twisted guardians have now turned their attention to any intruders who might interrupt the sha's  attack on the area's last defenses.",0.7659,0.489175,683,320,0,1,5818,456,0,0,-1
Darkmaster Gandling,"Course: Advanced Studies

The recent defeat in Andorhal has put Darkmaster Gandling in the foulest of moods. More than ever, all students of Scholomance are advised to impress him at every turn. Pupils who dissatisfy the headmaster will be removed from class to perform lab work... or become lab work.",0.501091,0.326169,684,246,0,5,5795,479,0,2,3
Sha of Violence,"Bloodthirsty, ruthless, and savage, the Sha of Violence is unfettered within the Shado-Pan Monastery. Feeding on the Horde and Alliance's brutality, the entity gleefully ravages the monks who struggle to impede the monstrous onslaught.",0.425896,0.292952,685,312,0,3,5810,443,0,0,-1
Taran Zhu,"The Sha of Hatred has tainted Taran Zhu, the Shado-Pan's pragmatic and mighty leader. Once devoted to protecting his beloved home, Zhu now burns with seething hatred for all life, twisting his perception of everything--and everyone--around him.",0.721245,0.474967,686,312,0,4,5827,443,0,0,-1
The Spirit Kings,"Ancient records tell of these legendary rulers, powerful mogu who carved an empire from the very rock of Pandaria. Their names still cause the land to tremble: Zian of the Endless Shadow, Meng the Demented, Qiang the Merciless, and Subetai the Swift. Some say their spirits lurk in the vaults, lost in ghostly memories of battle and glory.",0.189445,0.515562,687,317,0,4,6714,472,0,0,-1
Thalnos the Soulrender,"Thalnos earned repute in the Scarlet Crusade for the brutal torture methods he used to ""purify"" new recruits. Ultimately, the sadistic mage contracted the plague of undeath and arose as a fearsome skeletal being. The vengeful Thalnos now prowls the monastery's graveyard, commanding apparitions and zombified creatures to attack anyone who trespasses on his unholy domain.",0.262048,0.456325,688,316,0,1,5862,435,0,0,-1
Feng the Accursed,"Long ago, Feng Shri was the Mogu'shan Vaults' caretaker, tasked with preserving the treasures kept within these shadowy halls. After years of faithful service, he was caught stealing from the shelves (although some say he was framed by a jealous underling) and the mogu ruler punished him with a fatal curse. The doomed spirit of Feng Shri has wandered the vaults ever since, communing with the shades of past mogu heroes and warlords.",0.319351,0.328823,689,317,0,2,5871,471,0,0,-1
